Region,Country,ISO Code,Drug Group,Drug,Year,KG Equivalent
Americas,Argentina,ARG,Cocaine-type,"Cocaine (base, paste and salts)",1988,1098.641968
Americas,Argentina,ARG,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1988,NULL
Americas,Argentina,ARG,Opioids,Heroin,1988,0.002
Americas,Argentina,ARG,ATS,Non-specified ATS,1988,0.044
Americas,Argentina,ARG,Cocaine-type,Coca leaf,1988,37815.54688
Americas,Argentina,ARG,Cannabis-type,Marijuana (herb),1988,2610.639893
Americas,Argentina,ARG,Cannabis-type,Cannabis plants,1988,206.2
Americas,Argentina,ARG,Hallucinogens,LSD,1988,8.25E-06
Oceania,Australia,AUS,Cocaine-type,"Cocaine (base, paste and salts)",1988,20.87999916
Oceania,Australia,AUS,ATS,Ecstasy-type substances,1988,0.006
Oceania,Australia,AUS,Opioids,Heroin,1988,105.5599976
Oceania,Australia,AUS,Opioids,Illicit morphine,1988,0.039999999
Oceania,Australia,AUS,Opioids,Opium,1988,0.204999998
Oceania,Australia,AUS,ATS,Non-specified ATS,1988,25.91799927
Oceania,Australia,AUS,Opioids,Poppy plants,1988,0.048
Oceania,Australia,AUS,Opioids,Poppy seed,1988,0.082000002
Oceania,Australia,AUS,Cannabis-type,Cannabis oil,1988,58.92300034
Oceania,Australia,AUS,Cannabis-type,Marijuana (herb),1988,6836.335938
Oceania,Australia,AUS,Cannabis-type,Hashish (resin),1988,2767.216064
Oceania,Australia,AUS,Cannabis-type,Cannabis plants,1988,660
Oceania,Australia,AUS,Cannabis-type,Cannabis seed,1988,173.128006
Oceania,Australia,AUS,Hallucinogens,LSD,1988,0.500999987
Oceania,Australia,AUS,Opioids,Illicit morphine,1988,0.305000007
Oceania,Australia,AUS,ATS,Ecstasy-type substances,1988,0.475824
Oceania,Australia,AUS,Opioids,Poppy plants,1988,63
Oceania,Australia,AUS,Cannabis-type,Cannabis plants,1988,10163.5
Oceania,Australia,AUS,Hallucinogens,LSD,1988,3.81E-05
Europe,Austria,AUT,Cocaine-type,"Cocaine (base, paste and salts)",1988,14.47399998
Europe,Austria,AUT,Opioids,Heroin,1988,50.54999924
Europe,Austria,AUT,Opioids,Illicit morphine,1988,1.05400002
Europe,Austria,AUT,Opioids,Opium,1988,0.303000003
Europe,Austria,AUT,Opioids,Other illicit opioids,1988,0.005
Europe,Austria,AUT,ATS,Non-specified ATS,1988,253.2005
Europe,Austria,AUT,Opioids,Poppy plants,1988,3.825999975
Europe,Austria,AUT,Cannabis-type,Cannabis oil,1988,0.351000011
Europe,Austria,AUT,Cannabis-type,Marijuana (herb),1988,60.49200058
Europe,Austria,AUT,Cannabis-type,Hashish (resin),1988,145.0310059
Europe,Austria,AUT,Cannabis-type,Cannabis plants,1988,5.9
Europe,Austria,AUT,Hallucinogens,LSD,1988,5.46E-05
Asia,Bahrain,BHR,Opioids,Heroin,1988,2.867000103
Asia,Bahrain,BHR,Opioids,Opium,1988,0.003
Asia,Bahrain,BHR,Cannabis-type,Hashish (resin),1988,1
Americas,Barbados,BRB,Cocaine-type,"Cocaine (base, paste and salts)",1988,3.174999952
Americas,Barbados,BRB,Cannabis-type,Marijuana (herb),1988,797.8900146
Africa,Burundi,BDI,Cannabis-type,Marijuana (herb),1988,1500
Africa,Burundi,BDI,Cannabis-type,Cannabis plants,1988,400
Africa,Burundi,BDI,Cannabis-type,Cannabis seed,1988,500
Europe,Belgium,BEL,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1988,0.036409999
Europe,Belgium,BEL,ATS,Ecstasy-type substances,1988,0.005149
Europe,Belgium,BEL,Opioids,Other illicit opioids,1988,0.018075
Europe,Belgium,BEL,ATS,Non-specified ATS,1988,0.225
Europe,Belgium,BEL,Cocaine-type,"Cocaine (base, paste and salts)",1988,403.5480042
Europe,Belgium,BEL,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1988,0.003
Europe,Belgium,BEL,ATS,Ecstasy-type substances,1988,0.007
Europe,Belgium,BEL,Opioids,Heroin,1988,113.8059998
Europe,Belgium,BEL,Opioids,Illicit morphine,1988,0.037999999
Europe,Belgium,BEL,Opioids,Opium,1988,0.028999999
Europe,Belgium,BEL,Opioids,Other illicit opioids,1988,0.153999999
Europe,Belgium,BEL,ATS,Non-specified ATS,1988,47
Europe,Belgium,BEL,Cannabis-type,Marijuana (herb),1988,2130.465088
Europe,Belgium,BEL,Cannabis-type,Hashish (resin),1988,13006.49902
Europe,Belgium,BEL,Hallucinogens,LSD,1988,4.38E-05
Africa,Benin,BEN,Cocaine-type,"Cocaine (base, paste and salts)",1988,3.059999943
Africa,Benin,BEN,Opioids,Heroin,1988,64.94999695
Africa,Benin,BEN,Cannabis-type,Marijuana (herb),1988,49.04600143
Americas,Bermuda,BMU,Cocaine-type,"Cocaine (base, paste and salts)",1988,26.72599983
Americas,Bermuda,BMU,Opioids,Heroin,1988,0.145999998
Americas,Bermuda,BMU,Cannabis-type,Marijuana (herb),1988,42.01300049
Asia,Bangladesh,BGD,Opioids,Heroin,1988,1.248999953
Asia,Bangladesh,BGD,Opioids,Opium,1988,1.539999962
Asia,Bangladesh,BGD,Non-specified,Non-specified,1988,0.045000002
Asia,Bangladesh,BGD,Cannabis-type,Marijuana (herb),1988,1.294999957
Asia,Bangladesh,BGD,Cannabis-type,Hashish (resin),1988,2.420000076
Americas,Bahamas,BHS,Cocaine-type,"Cocaine (base, paste and salts)",1988,9353.290039
Americas,Bahamas,BHS,Cannabis-type,Cannabis oil,1988,5.622000217
Americas,Bahamas,BHS,Cannabis-type,Marijuana (herb),1988,8884.919922
Africa,Burkina Faso,BFA,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1988,0.02002
Africa,Burkina Faso,BFA,Opioids,Heroin,1988,9.199999809
Africa,Burkina Faso,BFA,Cannabis-type,Marijuana (herb),1988,109.4000015
Americas,Bolivia (Plurinational State of),BOL,Cocaine-type,"Cocaine (base, paste and salts)",1988,9796.401367
Americas,Bolivia (Plurinational State of),BOL,Cocaine-type,Coca leaf,1988,24144.06055
Americas,Bolivia (Plurinational State of),BOL,Cannabis-type,Marijuana (herb),1988,55.54000092
Africa,Botswana,BWA,Sedatives and Tranquillizers,Methaqualone,1988,7.6065
Africa,Botswana,BWA,Cannabis-type,Marijuana (herb),1988,1852.589966
Africa,Botswana,BWA,Cannabis-type,Cannabis plants,1988,4286
Americas,Brazil,BRA,Cocaine-type,"Cocaine (base, paste and salts)",1988,1484.813965
Americas,Brazil,BRA,Cocaine-type,Coca leaf,1988,3.653000116
Americas,Brazil,BRA,Cannabis-type,Marijuana (herb),1988,19358.33789
Americas,Brazil,BRA,Cannabis-type,Hashish (resin),1988,6.493999958
Americas,Brazil,BRA,Cannabis-type,Cannabis plants,1988,16077492
Americas,Brazil,BRA,Cannabis-type,Cannabis seed,1988,30.54299927
Americas,Brazil,BRA,Hallucinogens,LSD,1988,5.40E-05
Americas,Brazil,BRA,Cocaine-type,Coca bush,1988,7980840
Asia,Brunei Darussalam,BRN,Opioids,Heroin,1988,0.009
Asia,Brunei Darussalam,BRN,Cannabis-type,Marijuana (herb),1988,0.174999997
Europe,Bulgaria,BGR,Opioids,Heroin,1988,133.0099945
Europe,Bulgaria,BGR,Cannabis-type,Hashish (resin),1988,940.2000122
Americas,Belize,BLZ,Cocaine-type,"Cocaine (base, paste and salts)",1988,8.359999657
Americas,Belize,BLZ,Cannabis-type,Marijuana (herb),1988,2895
Americas,Belize,BLZ,Cannabis-type,Cannabis plants,1988,1389450
Americas,Belize,BLZ,Cannabis-type,Cannabis seed,1988,7
Americas,Belize,BLZ,Cannabis-type,Cannabis plants,1988,306373.8
Africa,Central African Republic,CAF,Cannabis-type,Marijuana (herb),1988,141.7259979
Americas,Canada,CAN,Cocaine-type,"Cocaine (base, paste and salts)",1988,278.4259949
Americas,Canada,CAN,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1988,0.001
Americas,Canada,CAN,ATS,Ecstasy-type substances,1988,51.93799973
Americas,Canada,CAN,Opioids,Heroin,1988,60.96300125
Americas,Canada,CAN,Opioids,Illicit morphine,1988,2.525000095
Americas,Canada,CAN,Opioids,Opium,1988,4.492000103
Americas,Canada,CAN,Opioids,Other illicit opioids,1988,2.309999943
Americas,Canada,CAN,ATS,Non-specified ATS,1988,7.15199995
Americas,Canada,CAN,Sedatives and Tranquillizers,Methaqualone,1988,1.14925
Americas,Canada,CAN,Cannabis-type,Cannabis oil,1988,269.1740112
Americas,Canada,CAN,Cannabis-type,Marijuana (herb),1988,25492.94727
Americas,Canada,CAN,Cannabis-type,Hashish (resin),1988,7748.425781
Americas,Canada,CAN,Cannabis-type,Cannabis plants,1988,5130.1
Americas,Canada,CAN,Hallucinogens,LSD,1988,0.0067938
Americas,Canada,CAN,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1988,0.050019999
Americas,Canada,CAN,ATS,Ecstasy-type substances,1988,0.016
Americas,Canada,CAN,Opioids,Heroin,1988,0.01869
Americas,Canada,CAN,Opioids,Other illicit opioids,1988,0.292600004
Americas,Canada,CAN,ATS,Non-specified ATS,1988,2.54125
Americas,Cayman Islands,CYM,Cocaine-type,"Cocaine (base, paste and salts)",1988,5.443999767
Americas,Cayman Islands,CYM,Cannabis-type,Marijuana (herb),1988,11.16699982
Africa,Chad,TCD,ATS,Non-specified ATS,1988,4.0625
Africa,Chad,TCD,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1988,1.754999995
Africa,Chad,TCD,ATS,Non-specified ATS,1988,4
Africa,Chad,TCD,Cannabis-type,Marijuana (herb),1988,11
Africa,Chad,TCD,Cannabis-type,Hashish (resin),1988,0.244000003
Americas,Chile,CHL,Cocaine-type,"Cocaine (base, paste and salts)",1988,79.26999664
Americas,Chile,CHL,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1988,15.52700043
Americas,Chile,CHL,ATS,Non-specified ATS,1988,50.97600174
Americas,Chile,CHL,Cocaine-type,Coca leaf,1988,138
Americas,Chile,CHL,Cannabis-type,Marijuana (herb),1988,33628
Americas,Chile,CHL,Cannabis-type,Hashish (resin),1988,0.006
Americas,Chile,CHL,Cannabis-type,Cannabis plants,1988,729.4
Americas,Chile,CHL,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1988,0.108059998
Americas,Chile,CHL,ATS,Non-specified ATS,1988,5.452
Africa,Cameroon,CMR,Cocaine-type,"Cocaine (base, paste and salts)",1988,7.489999771
Africa,Cameroon,CMR,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1988,0.01129
Africa,Cameroon,CMR,Opioids,Heroin,1988,26.62999916
Africa,Cameroon,CMR,Cannabis-type,Marijuana (herb),1988,176.7200012
Americas,Colombia,COL,Cocaine-type,"Cocaine (base, paste and salts)",1988,23135
Americas,Colombia,COL,Cocaine-type,Coca leaf,1988,97360
Americas,Colombia,COL,Cannabis-type,Marijuana (herb),1988,927249
Americas,Colombia,COL,Cannabis-type,Cannabis seed,1988,6982
Americas,Costa Rica,CRI,Cocaine-type,"Cocaine (base, paste and salts)",1988,77.52200317
Americas,Costa Rica,CRI,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1988,0.00315
Americas,Costa Rica,CRI,Cocaine-type,Coca leaf,1988,0.093999997
Americas,Costa Rica,CRI,Cannabis-type,Marijuana (herb),1988,38.22600174
Americas,Costa Rica,CRI,Cannabis-type,Cannabis plants,1988,154908
Americas,Costa Rica,CRI,Cannabis-type,Cannabis seed,1988,0.003
Asia,China,CHN,Opioids,Heroin,1988,170.6929932
Asia,China,CHN,Opioids,Opium,1988,246.8470001
Americas,Cuba,CUB,Cannabis-type,Marijuana (herb),1988,18813.48047
Europe,Cyprus,CYP,Cocaine-type,"Cocaine (base, paste and salts)",1988,0.002
Europe,Cyprus,CYP,Opioids,Heroin,1988,2.209000111
Europe,Cyprus,CYP,Opioids,Illicit morphine,1988,0.001
Europe,Cyprus,CYP,Opioids,Opium,1988,0.453999996
Europe,Cyprus,CYP,Cannabis-type,Marijuana (herb),1988,0.004
Europe,Cyprus,CYP,Cannabis-type,Hashish (resin),1988,1.656999946
Europe,Cyprus,CYP,Cannabis-type,Cannabis plants,1988,2.7
Europe,Czechoslovakia,CZE,Opioids,Heroin,1988,0.479999989
Europe,Czechoslovakia,CZE,Cannabis-type,Hashish (resin),1988,0.046999998
Europe,Czechoslovakia,CZE,Cannabis-type,Cannabis plants,1988,0.016000001
Europe,Denmark,DNK,Cocaine-type,"Cocaine (base, paste and salts)",1988,9.699999809
Europe,Denmark,DNK,ATS,Ecstasy-type substances,1988,0.015447
Europe,Denmark,DNK,Opioids,Heroin,1988,29.20000076
Europe,Denmark,DNK,Opioids,Illicit morphine,1988,0.0298
Europe,Denmark,DNK,Opioids,Opium,1988,0.5
Europe,Denmark,DNK,ATS,Non-specified ATS,1988,29.20000076
Europe,Denmark,DNK,Non-specified,Non-specified,1988,0.00164
Europe,Denmark,DNK,Sedatives and Tranquillizers,Methaqualone,1988,0.04875
Europe,Denmark,DNK,Opioids,Poppy plants,1988,78.5
Europe,Denmark,DNK,Cannabis-type,Cannabis oil,1988,0.5
Europe,Denmark,DNK,Cannabis-type,Marijuana (herb),1988,NULL
Europe,Denmark,DNK,Cannabis-type,Hashish (resin),1988,1369.300049
Europe,Denmark,DNK,Cannabis-type,Cannabis plants,1988,8636
Europe,Denmark,DNK,Hallucinogens,LSD,1988,5.50E-07
Africa,Djibouti,DJI,Cannabis-type,Marijuana (herb),1988,15
Americas,Ecuador,ECU,Cocaine-type,"Cocaine (base, paste and salts)",1988,130.5910034
Americas,Ecuador,ECU,Cannabis-type,Marijuana (herb),1988,145.1139984
Africa,Egypt,EGY,Cocaine-type,"Cocaine (base, paste and salts)",1988,0.515999973
Africa,Egypt,EGY,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1988,11.62699986
Africa,Egypt,EGY,Opioids,Heroin,1988,335.4309998
Africa,Egypt,EGY,Opioids,Opium,1988,3862.376953
Africa,Egypt,EGY,ATS,Non-specified ATS,1988,1838.974976
Africa,Egypt,EGY,Opioids,Poppy plants,1988,249440
Africa,Egypt,EGY,Opioids,Poppy seed,1988,0.405999988
Africa,Egypt,EGY,Cannabis-type,Marijuana (herb),1988,23.76199913
Africa,Egypt,EGY,Cannabis-type,Hashish (resin),1988,14507.45996
Africa,Egypt,EGY,Cannabis-type,Cannabis plants,1988,615
Africa,Egypt,EGY,Cannabis-type,Cannabis seed,1988,0.125
Americas,El Salvador,SLV,Cocaine-type,"Cocaine (base, paste and salts)",1988,426.4320068
Americas,El Salvador,SLV,Cannabis-type,Marijuana (herb),1988,10.43000031
Americas,El Salvador,SLV,Cannabis-type,Cannabis plants,1988,94
Africa,Ethiopia,ETH,Opioids,Heroin,1988,0.759000003
Africa,Ethiopia,ETH,Cannabis-type,Cannabis plants,1988,17.43000031
Europe,Finland,FIN,Cocaine-type,"Cocaine (base, paste and salts)",1988,0.050000001
Europe,Finland,FIN,Opioids,Heroin,1988,0.158999994
Europe,Finland,FIN,Opioids,Illicit morphine,1988,0.467000008
Europe,Finland,FIN,Cannabis-type,Hashish (resin),1988,21.68400002
Europe,Finland,FIN,Any drugs,Any Illicit drugs,1988,0
Oceania,French Polynesia,PYF,Cannabis-type,Marijuana (herb),1988,3
Oceania,French Polynesia,PYF,Cannabis-type,Hashish (resin),1988,0.007
Oceania,French Polynesia,PYF,Cannabis-type,Cannabis plants,1988,220
Oceania,French Polynesia,PYF,Cannabis-type,Cannabis seed,1988,0.0056
Europe,France,FRA,Cocaine-type,"Cocaine (base, paste and salts)",1988,588.8619995
Europe,France,FRA,ATS,Ecstasy-type substances,1988,0.307000011
Europe,France,FRA,Opioids,Heroin,1988,221.2070007
Europe,France,FRA,Opioids,Illicit morphine,1988,8.121999741
Europe,France,FRA,Opioids,Opium,1988,2.378000021
Europe,France,FRA,ATS,Non-specified ATS,1988,4.000999928
Europe,France,FRA,Cannabis-type,Cannabis oil,1988,17.12299919
Europe,France,FRA,Cannabis-type,Marijuana (herb),1988,6222.210938
Europe,France,FRA,Cannabis-type,Hashish (resin),1988,18185.48047
Europe,France,FRA,Cannabis-type,Cannabis plants,1988,170.4
Europe,France,FRA,Hallucinogens,LSD,1988,0.0003675
Europe,France,FRA,ATS,Non-specified ATS,1988,1.26175
Africa,Gabon,GAB,Cannabis-type,Marijuana (herb),1988,359.6229858
Europe,Germany,DEU,ATS,Ecstasy-type substances,1988,0.108942
Europe,Germany,DEU,ATS,Non-specified ATS,1988,0.20425
Europe,Germany,DEU,Sedatives and Tranquillizers,Methaqualone,1988,0.00075
Europe,Germany,DEU,Cannabis-type,Marijuana (herb),1988,0.013
Europe,Germany,DEU,Cocaine-type,"Cocaine (base, paste and salts)",1988,496.2189941
Europe,Germany,DEU,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1988,0.00084
Europe,Germany,DEU,ATS,Ecstasy-type substances,1988,0.331999987
Europe,Germany,DEU,Opioids,Heroin,1988,542.0579834
Europe,Germany,DEU,Opioids,Illicit morphine,1988,3.302999973
Europe,Germany,DEU,Opioids,Opium,1988,17.04999924
Europe,Germany,DEU,Opioids,Other illicit opioids,1988,0.0012
Europe,Germany,DEU,ATS,Non-specified ATS,1988,91.40100098
Europe,Germany,DEU,Non-specified,Non-specified,1988,0.116999999
Europe,Germany,DEU,Sedatives and Tranquillizers,Methaqualone,1988,0.014
Europe,Germany,DEU,Opioids,Opium,1988,1.620000005
Europe,Germany,DEU,Opioids,Poppy plants,1988,258.4
Europe,Germany,DEU,Cocaine-type,Coca leaf,1988,2.335000038
Europe,Germany,DEU,Cannabis-type,Cannabis oil,1988,2.068000078
Europe,Germany,DEU,Cannabis-type,Marijuana (herb),1988,8898.668945
Europe,Germany,DEU,Cannabis-type,Hashish (resin),1988,2478.0271
Europe,Germany,DEU,Cannabis-type,Cannabis plants,1988,642.8
Europe,Germany,DEU,Hallucinogens,LSD,1988,0.00190165
Africa,Ghana,GHA,Cocaine-type,"Cocaine (base, paste and salts)",1988,0.764999986
Africa,Ghana,GHA,Opioids,Heroin,1988,0.867999971
Africa,Ghana,GHA,Cannabis-type,Marijuana (herb),1988,59.25999832
Europe,Greece,GRC,Cocaine-type,"Cocaine (base, paste and salts)",1988,2.224999905
Europe,Greece,GRC,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1988,0.006
Europe,Greece,GRC,Opioids,Heroin,1988,53.52500153
Europe,Greece,GRC,Opioids,Illicit morphine,1988,0.002
Europe,Greece,GRC,Opioids,Opium,1988,0.273000002
Europe,Greece,GRC,Opioids,Other illicit opioids,1988,0.002725
Europe,Greece,GRC,ATS,Non-specified ATS,1988,0.075000003
Europe,Greece,GRC,Non-specified,Non-specified,1988,0.004
Europe,Greece,GRC,Cannabis-type,Cannabis oil,1988,3.424000025
Europe,Greece,GRC,Cannabis-type,Marijuana (herb),1988,105.7590027
Europe,Greece,GRC,Cannabis-type,Hashish (resin),1988,58.22299957
Europe,Greece,GRC,Cannabis-type,Cannabis plants,1988,1387.9
Europe,Greece,GRC,Hallucinogens,LSD,1988,7.50E-07
Europe,Greece,GRC,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1988,0.087699998
Europe,Greece,GRC,Opioids,Illicit morphine,1988,0.001
Europe,Greece,GRC,ATS,Non-specified ATS,1988,0.00075
Europe,Greece,GRC,Non-specified,Non-specified,1988,0.00493
Africa,Guinea,GIN,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1988,0.0051
Africa,Guinea,GIN,Opioids,Illicit morphine,1988,20.0050003
Africa,Guinea,GIN,ATS,Non-specified ATS,1988,0.355
Africa,Guinea,GIN,Non-specified,Non-specified,1988,0.00064
Africa,Guinea,GIN,Cannabis-type,Marijuana (herb),1988,241
Americas,Guyana,GUY,Cannabis-type,Marijuana (herb),1988,18
Americas,Haiti,HTI,Cocaine-type,"Cocaine (base, paste and salts)",1988,1457
Americas,Haiti,HTI,Cannabis-type,Marijuana (herb),1988,36
Asia,"China, Hong Kong SAR",HKG,Opioids,Heroin,1988,879.1400146
Asia,"China, Hong Kong SAR",HKG,Opioids,Opium,1988,63.74000168
Asia,"China, Hong Kong SAR",HKG,Sedatives and Tranquillizers,Methaqualone,1988,1.60325
Asia,"China, Hong Kong SAR",HKG,Cannabis-type,Marijuana (herb),1988,40.54000092
Asia,"China, Hong Kong SAR",HKG,Cannabis-type,Hashish (resin),1988,14.15999985
Americas,Honduras,HND,Cocaine-type,"Cocaine (base, paste and salts)",1988,1403
Americas,Honduras,HND,Opioids,Heroin,1988,0.25
Americas,Honduras,HND,Cannabis-type,Marijuana (herb),1988,130
Americas,Honduras,HND,Cannabis-type,Cannabis plants,1988,206.6
Europe,Hungary,HUN,Opioids,Heroin,1988,0.098999999
Europe,Hungary,HUN,Cannabis-type,Marijuana (herb),1988,1.850000024
Europe,Iceland,ISL,Cocaine-type,"Cocaine (base, paste and salts)",1988,0.100000001
Europe,Iceland,ISL,Cannabis-type,Cannabis oil,1988,0.104999997
Europe,Iceland,ISL,Cannabis-type,Marijuana (herb),1988,0.055
Europe,Iceland,ISL,Cannabis-type,Hashish (resin),1988,19.17000008
Asia,India,IND,Cocaine-type,"Cocaine (base, paste and salts)",1988,13.27299976
Asia,India,IND,Opioids,Heroin,1988,3029.228027
Asia,India,IND,Opioids,Illicit morphine,1988,22.88599968
Asia,India,IND,Opioids,Opium,1988,3303.983887
Asia,India,IND,ATS,Non-specified ATS,1988,8.701999664
Asia,India,IND,Sedatives and Tranquillizers,Methaqualone,1988,1649.357056
Asia,India,IND,Opioids,Poppy plants,1988,59266.21094
Asia,India,IND,Cannabis-type,Cannabis oil,1988,1.006999969
Asia,India,IND,Cannabis-type,Marijuana (herb),1988,45994.47656
Asia,India,IND,Cannabis-type,Hashish (resin),1988,17522.95117
Asia,India,IND,Cannabis-type,Cannabis plants,1988,4
Asia,India,IND,Opioids,Illicit morphine,1988,0.0057
Asia,India,IND,Opioids,Poppy plants,1988,23.2
Asia,India,IND,Cannabis-type,Cannabis plants,1988,232815.5
Asia,Indonesia,IDN,Sedatives and Tranquillizers,Depressants (excluding Methaqualone),1988,9.39599979
Asia,Indonesia,IDN,Opioids,Heroin,1988,0.039000001
Asia,Indonesia,IDN,Opioids,Illicit morphine,1988,0.411000013
Asia,Indonesia,IDN,Opioids,Other illicit opioids,1988,0.699999988
Asia,Indonesia,IDN,Non-specified,Non-specified,1988,0.008
Asia,Indonesia,IDN,Opioids,Opium,1988,16.5
Asia,Indonesia,IDN,Cannabis-type,Cannabis oil,1988,0.011
Asia,Indonesia,IDN,Cannabis-type,Marijuana (herb),1988,380.6220093
Asia,Indonesia,IDN,Cannabis-type,Hashish (resin),1988,0.011
Asia,Indonesia,IDN,Cannabis-type,Cannabis plants,1988,6846.2
Asia,Indonesia,IDN,Cannabis-type,Cannabis seed,1988,1.629999995
Asia,Indonesia,IDN,Cocaine-type,Coca bush,1988,0.001
Asia,Indonesia,IDN,Any drugs,Any Illicit drugs,1988,0
